# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct 29 14:40:52 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_prad,koi_srad
4889,9086154,K04060.01,CANDIDATE,CANDIDATE,0.9010,0,0,0,0,225.262130000,14.45900,389.2,2.36,1.1910
4890,6806695,K04061.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.855922327,1.51400,130.9,0.87,0.7590
4891,11858979,K04062.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.059339060,1.73320,1169.2,36.00,1.1160
4892,5900390,K04063.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.624677585,2.41100,37.3,1.28,1.9960
4893,5444334,K04064.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,0.759763198,3.08300,202.5,1.20,0.8180
4894,8686373,K04066.01,CANDIDATE,CANDIDATE,0.9880,0,0,0,0,126.557190000,8.07900,366.4,4.59,1.8540
4895,5530112,K04067.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,9.688721600,2.00000,655.5,3.09,1.1960
4896,6226908,K04068.01,CONFIRMED,FALSE POSITIVE,0.4020,0,1,0,0,19.597317000,4.50800,1014.1,3.78,1.0190
4897,5906694,K04069.01,CANDIDATE,CANDIDATE,0.9090,0,0,0,0,13.062435450,3.24400,464.3,1.36,0.6550
4898,10186945,K04070.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.793663156,0.82440,186.2,1.14,0.8250
4899,2708286,K04071.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.891310050,5.68700,155.6,6.40,1.1200
4900,6755944,K04072.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,0.692978457,1.13660,61.0,2.24,2.3040
4901,10419797,K04073.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,87.140633000,18.11000,,,
4902,7777471,K04075.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.885131111,3.37700,93.2,0.90,0.8670
4903,9455677,K04076.01,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,124.827797000,6.47900,647.5,2.57,1.0320
4904,7690855,K04077.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.786260569,4.55600,877.1,15.72,0.5570
4905,5649837,K04078.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.597934463,3.12250,515.0,23.20,0.8630
4906,5036480,K04080.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.061002863,1.96200,142.4,1.06,0.8810
4907,6592832,K04082.01,FALSE POSITIVE,FALSE POSITIVE,0.0190,0,1,1,0,0.924821319,2.59400,122.4,1.10,0.9740
4908,8524346,K04083.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,4.469745200,5.33000,241.5,2.43,1.1250
4909,3937814,K04084.01,CONFIRMED,CANDIDATE,0.8200,0,0,0,0,214.881456000,9.58100,759.2,2.68,0.9950
4910,3937814,K04084.03,CANDIDATE,CANDIDATE,0.4090,0,0,0,0,8.196197680,2.10900,197.4,1.55,0.9950
4911,5041847,K04085.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.914468919,2.69500,3426.3,36.84,0.9890
4912,3836558,K04086.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.540397440,1.78700,127.6,1.08,0.8840
4913,6106282,K04087.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,101.110701400,8.02900,878.1,1.61,0.5610
4914,4946584,K04088.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.907943645,1.91440,1028.9,49.37,1.1660
4915,11972872,K04089.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.531106622,3.02930,5133.6,7.54,0.7620
4916,9899233,K04090.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.332547503,4.52100,130.3,1.23,0.9990
4917,3103227,K04091.01,CONFIRMED,CANDIDATE,0.9580,0,0,0,0,225.585245000,11.16600,754.9,3.71,1.3630
4918,4850961,K04092.01,CONFIRMED,CANDIDATE,0.9660,0,0,0,0,24.497268300,5.43000,449.1,2.74,1.1620
4919,8521059,K04093.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.535578808,1.79730,193.6,33.97,1.3130
4920,8128247,K04094.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,3.570177740,4.47300,79.6,57.36,69.0010
4921,6276994,K04095.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.106011820,2.57700,52.9,0.77,1.0310
4922,9674564,K04096.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,6.873655305,3.54150,181.3,1.21,0.9120
4923,5688683,K04097.01,CANDIDATE,CANDIDATE,0.9850,0,0,0,0,2.790643481,0.68710,202.0,0.99,0.6030
4924,5688683,K04097.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,4.449023090,1.37300,88.9,0.55,0.6030
4925,8222627,K04098.01,CANDIDATE,CANDIDATE,0.9930,0,0,0,0,1.121733366,1.03200,84.3,2.39,2.5710
4926,8951205,K04099.01,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,4.950606320,1.71900,309.5,1.28,0.7170
4927,5700900,K04100.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,379.082020000,33.87000,1609.1,23.99,0.9600
4928,2708278,K04102.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.891241870,4.41500,105.8,0.93,0.9270
4929,3747817,K04103.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,184.772710000,9.56800,951.4,2.41,0.8010
4930,3747817,K04103.02,CANDIDATE,CANDIDATE,0.8680,0,0,0,0,14.237841700,4.86000,193.0,1.10,0.8010
4931,11017094,K04106.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.708563091,6.34700,414.5,15.38,0.6480
4932,9899065,K04108.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.332564180,4.70100,162.3,0.81,0.6200
4933,7907808,K04109.01,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,0.655939788,1.31800,73.0,1.48,1.7550
4934,5471792,K04110.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.425883300,24.83000,93.6,2.19,1.6320
4935,2708343,K04111.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.891318200,4.37400,202.3,0.90,0.6330
4936,3348090,K04112.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,2.435850460,2.08800,60.5,2.60,3.2470
4937,9282762,K04113.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.332554410,3.82800,106.7,1.12,1.0280
4938,3117046,K04114.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,359.101500000,11.46100,496.5,2.37,1.0470
4939,6311520,K04115.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.941840589,5.06000,388.3,27.05,1.1420
4940,3955817,K04117.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.242630960,2.58200,187.6,1.10,0.8250
4941,10661778,K04118.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,1.231363214,5.81010,4774.7,10.75,1.0000
4942,5513857,K04119.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.755101928,3.04400,119.8,0.91,0.8190
4943,9700449,K04120.01,CANDIDATE,CANDIDATE,0.9650,0,0,0,0,110.461746000,12.46000,331.2,1.93,1.0580
4944,6349881,K04121.01,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,198.088873000,7.95500,1027.7,3.24,0.9690
4945,9851970,K04122.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.081937210,4.78800,115.3,0.77,0.7360
4946,6140059,K04123.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,44.622672500,12.97400,131.9,1.73,1.2390
4947,9099950,K04125.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,1.111362442,6.24000,133.9,2.86,2.3080
4948,9272070,K04126.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.105035510,4.45900,209.9,1.45,0.9890
4949,5088400,K04127.01,CONFIRMED,CANDIDATE,0.9910,0,0,0,0,8.827157830,2.01900,368.6,1.67,0.8780
4950,4669402,K04128.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,143.196381000,10.42400,618.1,6.64,1.0600
4951,11970988,K04129.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,2.314823110,2.12700,58.6,0.69,0.9230
4952,10858803,K04130.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.952374508,3.00600,204.8,1.13,0.8210
4953,6129694,K04131.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.936751792,5.65800,26.4,2.07,2.9090
4954,7601918,K04133.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.621361411,1.06280,45.0,1.12,1.6600
4955,5386264,K04135.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,12.435190544,3.83050,71.9,0.52,0.6200
4956,7256914,K04136.01,CANDIDATE,CANDIDATE,0.9820,0,0,0,0,2.417500210,4.33000,58.2,1.19,1.3080
4957,7256914,K04136.02,CANDIDATE,CANDIDATE,0.9720,0,0,0,0,4.033574340,5.88600,66.2,1.23,1.3080
4958,3542222,K04137.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.504426087,1.62760,614.5,33.96,0.9010
4959,4636565,K04138.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.814013020,5.80100,55.7,1.51,1.9670
4960,9956082,K04139.01,CONFIRMED,CANDIDATE,0.9870,0,0,0,0,3.740317080,2.39400,165.6,1.38,1.0630
4961,3241248,K04141.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.978046982,2.61370,838.8,129.67,4.5690
4962,9716302,K04142.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.332566763,4.00100,384.9,1.49,0.7520
4963,10294509,K04143.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.854473730,2.66500,306.8,1.33,0.7430
4964,3112129,K04144.01,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,0.487656278,1.01290,109.8,0.99,0.9370
4965,3103212,K04145.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.254246520,5.37800,82.1,0.96,1.0040
4966,10000941,K04146.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.504723440,1.94640,90.7,0.80,0.8540
4967,10000941,K04146.02,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,2.573843700,1.92000,46.6,0.57,0.8540
4968,8029197,K04147.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,2.152927880,3.04300,41.4,1.02,1.5550
4969,12257886,K04148.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.615854310,6.51900,169.8,1.28,0.9450
4970,10875007,K04149.01,CANDIDATE,CANDIDATE,0.9610,0,0,0,0,9.546992160,5.06300,143.0,1.71,1.2320
4971,10875007,K04149.02,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,14.708641000,5.39400,130.6,1.82,1.2320
4972,11465651,K04150.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,31.335109400,6.07100,264.9,1.99,1.1420
4973,5217574,K04151.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.894863170,2.65700,172.0,1.19,0.8630
4974,7199060,K04152.01,CANDIDATE,CANDIDATE,0.9690,0,0,0,0,64.186226400,8.48500,507.3,8.00,2.7580
4975,8439323,K04153.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.626028670,0.64300,346.9,1.65,0.7970
4976,5551228,K04154.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,122.906853000,15.97000,819.7,3.55,0.8660
4977,5471271,K04155.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.422216754,6.55330,54.5,0.80,1.0840
4978,5881120,K04156.01,CANDIDATE,CANDIDATE,0.9720,0,0,0,0,4.850189740,5.67600,64.5,1.10,0.9730
4979,4548098,K04157.01,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,3.823156970,2.38800,47.2,0.77,1.1220
4980,4548098,K04157.02,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,5.215752000,1.13000,46.8,0.83,1.1220
4981,5306383,K04158.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.842336445,1.51900,80.1,0.90,0.9980
4982,6607644,K04159.01,CONFIRMED,CANDIDATE,0.9870,0,0,0,0,0.971915957,1.60230,73.7,0.79,0.8890
4983,7610663,K04160.01,CONFIRMED,CANDIDATE,0.9870,0,0,0,0,3.031968120,1.72300,81.5,0.90,0.9930
4984,5565707,K04161.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.294056100,0.97000,51.2,5.27,7.1460
4985,1293031,K04162.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.539365930,5.43400,145.0,9.19,5.3020
4986,6463499,K04163.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,94.446856000,7.50200,436.4,7.13,2.4780
4987,8254882,K04164.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.925659410,1.48800,30.0,0.88,1.6120
4988,6042031,K04165.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.537110149,1.79760,92.0,32.19,2.5370
4989,4078311,K04166.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,9.842620760,1.60180,626.4,2.41,0.9720
4990,5475735,K04167.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.991948230,4.39000,99.6,0.78,0.7270
4991,9402583,K04168.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.536544193,2.91800,159.5,0.90,0.7280
4992,7838675,K04169.01,CONFIRMED,FALSE POSITIVE,0.0000,0,0,1,0,1.005205893,1.63000,97.5,0.85,0.8630
4993,8700537,K04170.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,43.796785000,18.84000,256.3,20.79,0.9410
4994,10858785,K04171.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.952371227,3.92600,352.5,21.96,0.9210
4995,9640907,K04172.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.089088292,1.85990,141.7,1.28,1.0690
4996,9490653,K04173.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.227986164,1.55100,150.5,1.17,0.9310
4997,3328027,K04174.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.115488830,4.00800,169.5,1.29,0.9710
4998,9640931,K04175.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.178151960,2.44500,245.0,1.09,0.7000
4999,9640962,K04177.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.089077224,2.70500,152.7,1.00,0.8300
5000,5197233,K04178.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.016016000,3.80000,169.0,1.72,1.1360
5001,10936786,K04179.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.569961046,1.44600,44.2,1.04,1.5490
5002,6938264,K04180.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.121634781,1.15500,71.5,0.60,0.7200
5003,9899315,K04181.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.332569790,3.29300,104.2,0.97,0.9500
5004,9541089,K04182.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.536650896,4.70200,273.2,18.45,0.8810
5005,10858737,K04183.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.952378454,3.89200,43.8,1.46,1.3750
5006,6752002,K04184.01,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,6.080037140,1.30800,184.0,1.07,0.8040
5007,7257966,K04185.01,CANDIDATE,CANDIDATE,0.9920,0,0,0,0,3.035206175,0.61820,696.9,3.59,0.8730
5008,9406892,K04186.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.213164370,3.87400,116.1,0.95,0.8300
5009,3124598,K04187.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,7.071623080,2.58700,123.0,1.42,1.2590
5010,6879171,K04188.01,CANDIDATE,CANDIDATE,0.9920,0,0,0,0,6.963526990,3.19200,68.1,1.40,1.6860
5011,9897364,K04189.01,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,64.272908800,12.13600,1213.9,5.38,1.2990
5012,12505503,K04190.01,CONFIRMED,CANDIDATE,0.9310,0,0,0,0,3.432737100,4.00100,63.2,0.75,0.8810
5013,3548639,K04191.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,13.845272600,2.55500,93.2,2.34,2.3240
5014,9828127,K04192.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.054146900,4.58700,283.1,1.51,0.9090
5015,9828127,K04192.02,CANDIDATE,CANDIDATE,0.9950,0,0,0,0,32.027316900,5.14400,161.7,1.14,0.9090
5016,9092496,K04193.01,CANDIDATE,CANDIDATE,0.8400,0,0,0,0,94.180473000,7.34500,1104.4,4.17,1.0000
5017,5644412,K04194.01,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,1.538185321,1.68300,277.2,1.29,0.7230
5018,9959545,K04195.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.332567643,4.28400,56.7,0.62,0.7900
5019,8179190,K04196.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.662457501,1.52700,64.1,8.30,2.1600
5020,9777724,K04197.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.332584580,3.22200,127.0,1.25,1.0860
5021,9072639,K04198.01,FALSE POSITIVE,FALSE POSITIVE,0.0890,0,0,1,0,1.182862515,2.92800,22.3,1.26,2.6390
5022,5340878,K04199.01,CONFIRMED,FALSE POSITIVE,0.1460,0,1,0,0,0.539915033,1.14660,97.0,0.82,0.8370
5023,5084171,K04202.01,CONFIRMED,CANDIDATE,0.9490,0,0,0,0,153.979362000,9.02800,792.5,2.53,0.9030
5024,3834317,K04203.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,2.180790980,12.13000,83.2,3.29,3.3390
5025,10593535,K04204.01,CONFIRMED,CANDIDATE,0.9740,0,0,0,0,20.925408300,6.78300,109.0,1.26,1.2100
5026,3450040,K04205.01,CANDIDATE,CANDIDATE,0.9860,0,0,0,0,1.166960319,1.68230,97.8,0.88,0.9040
5027,8487805,K04206.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.530959357,2.41700,84.4,0.69,0.7500
5028,9456281,K04207.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.701944362,0.64100,210.8,0.80,0.5390
5029,5129453,K04208.01,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,3.057726680,1.81900,311.0,1.23,0.7310
5030,7918478,K04209.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,9.909210900,2.55200,942.0,2.35,0.7020
5031,5078025,K04211.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.696286519,3.19400,120.8,1.34,0.8670
5032,5078025,K04211.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.696290095,3.83900,120.5,12.63,0.8670
5033,1724719,K04212.01,CONFIRMED,CANDIDATE,0.9560,0,0,0,0,5.791799340,3.47400,118.5,1.69,1.3180
5034,1724719,K04212.02,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,10.098963400,6.42800,57.0,1.03,1.3180
5035,5632701,K04213.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,3.675153290,7.08300,56.0,0.71,0.8810
5036,10549924,K04214.01,FALSE POSITIVE,FALSE POSITIVE,0.0080,0,0,1,0,0.715825886,1.21200,40.6,0.58,0.9090
5037,9366617,K04215.01,CONFIRMED,CANDIDATE,0.8680,0,0,0,0,26.548729400,7.96800,142.0,2.54,2.1540
5038,6187341,K04216.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.492291661,0.89400,1107.6,3.42,0.7180
5039,4678919,K04219.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.878853270,3.30200,120.9,0.97,0.8630
5040,5563080,K04220.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.785473311,1.39110,339.6,1.61,0.8710
5041,6364067,K04221.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,5.243898200,7.88100,162.2,1.24,0.9270
5042,9183378,K04222.01,CONFIRMED,CANDIDATE,0.9960,0,0,0,0,3.385574450,1.87900,121.9,1.63,1.4800
5043,1724513,K04224.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.975208831,1.51300,76.3,1.59,1.7440
5044,9535876,K04225.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.960843605,3.22000,141.7,19.15,1.1290
5045,9491832,K04226.01,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,49.564693000,8.54000,113.5,1.63,1.4420
5046,7816665,K04227.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,4.292582580,3.06900,369.6,1.87,0.9630
5047,9535881,K04228.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.960842633,2.64410,2022.9,67.53,1.5970
5048,11616596,K04229.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,14.589392800,15.54000,,,
5049,9872831,K04230.01,CONFIRMED,CANDIDATE,0.8770,0,0,0,0,5.495485330,2.46100,85.8,1.30,1.3920
5050,11509504,K04232.01,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,2.615765150,2.77700,120.4,1.06,0.9580
5051,11611275,K04234.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,6.942452160,3.49100,160.8,1.34,1.0300
5052,10794974,K04235.01,CANDIDATE,CANDIDATE,0.9970,0,0,0,0,66.643456500,2.38500,277.3,2.99,1.1640
5053,7259249,K04237.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.950735805,1.14340,175.1,1.39,1.0050
5054,9640924,K04239.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.178159350,1.83900,116.3,1.22,1.0980
5055,9593773,K04240.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,3.133935600,4.47700,203.7,1.58,1.0180
5056,9285568,K04241.01,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,2.553150310,1.84900,185.3,1.25,0.9080
5057,9514372,K04242.01,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,145.786556000,4.89100,378.0,1.82,0.9500
5058,9777757,K04243.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.332542120,3.84800,37.4,1.45,2.2370
5059,5097454,K04244.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.288066288,6.46160,10082.6,34.84,0.6390
5060,12737015,K04245.01,CANDIDATE,CANDIDATE,0.9650,0,0,0,0,24.668383100,8.55600,109.2,1.76,1.5540
5061,5177859,K04246.01,CONFIRMED,FALSE POSITIVE,0.3640,1,0,0,0,6.984721430,2.72400,90.7,1.19,1.2270
5062,5177859,K04246.02,CANDIDATE,CANDIDATE,0.9800,0,0,0,0,8.756306280,2.85200,81.9,1.12,1.2270
5063,4568117,K04248.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.562563871,1.59100,34.6,0.69,1.1450
5064,3650049,K04249.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,397.736990000,11.76000,1131.5,3.05,0.7680
5065,9641076,K04250.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.178186990,2.68600,115.8,1.03,0.9320
5066,8741470,K04251.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,6.239683920,0.66800,155.9,1.55,1.1430
5067,10525049,K04252.01,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,15.571412100,2.29400,173.5,0.72,0.5570
5068,8487645,K04254.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.530967987,1.81200,26.9,1.08,2.0520
5069,10407482,K04255.01,CONFIRMED,CANDIDATE,0.9740,0,0,0,0,6.305583870,2.61900,193.1,2.52,1.7560
5070,5817613,K04256.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,4.205860800,7.39000,182.0,1.14,0.8390
5071,7901016,K04257.01,CANDIDATE,CANDIDATE,0.7000,0,0,0,0,41.675750900,10.84800,142.0,2.10,1.7630
5072,7115925,K04258.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,0.566801617,2.75000,24.9,0.88,1.6930
5073,5785279,K04259.01,CANDIDATE,CANDIDATE,0.8850,0,0,0,0,0.909127736,1.43100,98.7,0.98,0.9960
5074,7429287,K04260.03,FALSE POSITIVE,FALSE POSITIVE,0.0470,1,0,0,0,358.660440000,16.73200,133.8,1.62,1.4060
5075,7429287,K04260.04,CANDIDATE,CANDIDATE,0.9710,0,0,0,0,84.799829000,15.21000,56.1,1.16,1.4060
5076,10526887,K04261.01,CONFIRMED,CANDIDATE,0.7410,0,0,0,0,1.450889836,1.75300,135.7,1.21,1.0230
5077,9641144,K04262.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.089076495,2.27400,43.7,0.75,1.0790
5078,8572168,K04263.01,FALSE POSITIVE,FALSE POSITIVE,0.0020,0,0,1,0,1.662710314,1.83000,85.9,2.16,2.2440
5079,12509829,K04264.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.888478095,1.53120,340.4,1.51,0.8060
5080,7368137,K04265.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,2.182420020,4.10300,69.7,0.70,0.7860
5081,9027841,K04266.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.503999678,0.54210,975.6,2.97,0.5680
